楼盘名称,项目别名,jd,wd
小龙坎正街333号,风华大厦,,
小龙坎正街339号,港城花园,,
小龙坎正街369号,金辉诺丁阳光;融侨诺丁阳光;融侨·诺丁阳光,,
小龙坎正街5号,小龙坎新居,,
小南门,,,
小泉森林海,,,
小湾新村,小湾新村,,
小西门,,,
小新街49号,正升自由康都;正升·自由康都;自由康都,,
小新街85号,恒鑫大厦,,
小杨公桥108号,金融街金悦城；金融街金悦城二期；金悦城一期;金悦城,,
小杨公桥168号,华宇林泉雅舍;华宇林泉雅舍二期;林泉雅舍,,
小苑春晖园,春晖园,,
小苑二村,小苑二村,,
小苑一村31号,燃气大厦,,
小苑一村62号,聚龙锦苑;聚龙景苑;聚龙锦园;聚龙锦苑A区,,
小苑一村63号,黎明一村,,
小苑一村87号,江北天燃气集资房,,
小苑一村92号,小苑一村住宅区,,
小苑一村93号,小苑一村住宅区,,
小苑一村94号,小苑一村住宅区,,
小苑一村95号,小苑一村住宅区,,
小苑一村96号,小苑一村住宅区,,
小苑一村97号,小苑一村住宅区,,
小苑一村98号,小苑一村住宅区,,
肖家冲,,,
肖家巷50号,昌福盛景郦城,,
歇马东风街100号,歇马东风街,,
歇马东风街101号,歇马东风街,,
歇马东风街105号,歇马东风街,,
歇马东风街121号,歇马东风街,,
歇马东风街125号,歇马东风街,,
歇马东风街129号,歇马东风街,,
歇马东风街155号,歇马东风街,,
歇马东风街158号,歇马东风街,,
歇马东风街161号,歇马东风街,,
歇马东风街178号,歇马东风街,,
歇马东风街183号,歇马东风街,,
歇马东风街188号,歇马东风街,,
歇马东风街1号,歇马东风苑;东风苑,,
歇马东风街204号,歇马东风街,,
歇马东风街208号,歇马东风街,,
歇马东风街219号,歇马东风街,,
歇马东风街80号,歇马东风街,,
歇马东风街83号,歇马东风街,,
歇马东风街93号,歇马东风街,,
歇马柑研所,橘园小区,,
歇马路449号,歇马东风花园A区,,
歇马路451号,歇马东风花园B区,,
歇马路57号,歇马旺丰小区,,
歇马骑龙雅苑,歇马骑龙雅苑,,
歇马申鸿花园,歇马申鸿花园A区;歇马申鸿花园B区,,
歇马支路2号,歇马世纪花园B区,,
歇马支路3号,歇马世纪花园C区,,
歇马支路55号,歇马路小区,,
歇马支路5号,歇马骑龙小区C区,,
歇马支路6号,歇马骑龙小区B区,,
歇马支路7号,歇马骑龙小区A区,,
歇马中心花园,歇马中心花园,,
歇台子小区,歇台子小区,,
协信阿卡迪亚,协信阿卡迪亚;协信·阿卡迪亚;阿卡迪亚君临天悦组团;协信MINI公馆,,
协信阿卡迪亚国墅,,,
协信百年广场,,,
协信城,协信城;协信广场商住楼,,
协信城立方,协信城立方;协信城立方二期;天骄名城,,
协信铜锣湾广场,协信铜锣湾广场,,
协信新天地,巴南新天地;协信巴南新天地,,
协信星澜汇,协信星澜汇;协信·星澜汇;星澜汇,,
谢家湾谢正街23号,建华大厦,,
谢家湾正街36号,建园小区,,
谢家湾正街3号,自由左岸,,
谢家湾正街59号,建设广场商住楼,,
谢家湾正街7号,大鼎第一时间,,
谢家湾正街94号,子龙公寓,,
谢家湾正街95号,贤园小区;鑫辉楼,,
谢家湾正街小区,谢家湾正街,,
谢正街小区,,,
心巢宜家,心巢宜家,,
芯动SOHO,,,
欣芳园,欣芳园,,
欣阳社区,欣阳社区,,
新城花园住宅楼,新城花园住宅楼,,
新城丽园,新城丽园,,
新城丽苑,,,
新城坡137号,建业英伦世家,,
新城馨苑,新城馨苑,,
新村路18号,香江丰源,,
新村路小区,新村路小区,,
新德村197号,新德村,,
新德村221号,新德村,,
新都巷12号,两路口桂花园新都巷；新都巷,,
新溉大道155号,晋愉雅高国际,,
新溉大道18号,山顶道国宾城；中渝山顶道国宾城;国宾城,,
新溉大道5号,云天恋城;云天千年禧,,
新溉大道887号,鲁能星城十一街区,,
新溉大道888号,鲁能星城八街区,,
新溉大道890号,鲁能星城十街区,,
新溉大道99号,中渝香奈公馆;中渝.香奈公馆;中渝.香奈公馆二期,,
新工村,,,
新工二村,新工二村,,
新工一村60号,新工一村,,
新工一村68号,新工一村,,
新桂花园,桂花园新村;新桂花园;新桂.花园,,
新桂楼,新桂楼,,
新河街59号,新河街小区,,
新河街60号,新河街小区,,
新河街61号,新河街小区,,
新河街62号,新河街小区,,
新华宾馆,,,
新华二村老小区,,,
新华二至三村,,,
新华佳苑,新华佳苑,,
新华街108号,天骄花园,,
新华酒店,,,
新华六村,,,
新华路142号,万吉广场,,
新华路157号,新华路157号,,
新华路201号,联合国际住宅;联合国际大厦,,
新华路220号,雅兰国际大厦,,
新华路28号,长德东经29度;东经29度,,
新华路290号,新华大厦,,
新华路36号,渝派精品服饰城商住楼,,
新华路388号,创汇首座;瑞奇大厦,,
新华路415号,新华家电城,,
新华路42号,三峡大厦,,
新华路46-157号院,,,
新华路46号,三峡大厦,,
新华路4号,时代天骄;协信时代天骄,,
新华路88号,泛华大厦,,
新华路左营街4号,鑫龙大厦,,
新华三村18号,新华三村18号,,
新华雅阁,,,
新建二村10号,雪梨奥乡；雪梨澳乡,,
新建二村11号,上岛郦舍;好利来上岛郦舍;上岛丽舍,,
新建街57号,新建街小区;道角新建街,,
新建街75号,新建街小区;道角新建街,,
新建街76号,道角新建村;新建街小区,,
新建路2号,新建路2号,,
新建路3号,新建路3号,,
新建五村1号,新建五村,,
新建五村274号,新建五村,,
新建五村3号,新建五村,,
新建五村4号,新建五村,,
新建五村5号,新建五村,,
新界一号,新界一号,,
新科国际,,,
新龙苑,新龙苑,,
新民村社区,新民村社区,,
新民花园,新民花园,,
新民街125号,新民街小区,,
新民街127号,新民街小区,,
新民街3号,城市新锐,,
新民小区,新民小区;新明小区,,
新南路11号,人和天地,,
新南路126号,友诚九龙湖畔；九龙湖畔,,
新南路145号,龙珠花园,,
新南路160号,龙湖水晶国际,,
新南路162号,龙湖水晶星座;水晶星座,,
新南路177号,锦绣广苑,,
新南路299号,荣锦龙汇苑,,
新南路388号,天邻风景;诚投天邻风景,,
新南路52号,东界龙湖,,
新南路6号,龙湖花园;龙湖南苑;龙湖花园南苑,,
新农八村25号,新农八村;新龙八村,,
新农八村26号,新农八村;新龙八村,,
新农街,新农街,,
新农街18号,滨江大厦,,
新农街22号,新农街小区,,
新农街24号,新农街小区,,
新农街26号,新农街小区,,
新农街28号,新农街小区,,
新农街36号,天江丽景,,
新农街38号,源聚雅苑;源聚雅园,,
新农街42号,新农街小区,,
新农街44号,新农街小区,,
新农街45号,新农街小区,,
新农街46号,新农街小区,,
新农街48号,东原香郡；东源香郡,,
新农街49号,新农街小区,,
新农街52号,新农街小区,,
新农街54号,新农街小区,,
新农街59号,化龙桥社区,,
新农街61号,新农街小区,,
新农街63号,新农街小区,,
新农街65号,新农街小区,,
新农街67号,新农街小区,,
新农街85号,东原香郡二期,,
新鸥鹏教育城,新鸥鹏教育城；鸥鹏·央著天域一期,,
新牌坊二路114号,香山花园B区,,
新牌坊二路136号,路华苑,,
新牌坊二路95号,松园小筑；松源小筑,,
新牌坊三路103号,升辉雅舍,,
新牌坊三路1号,渝北金华苑；金华苑小区,,
新牌坊三路20号,金童综合楼,,
新牌坊三路218号,碧云花园,,
新牌坊三路22号,渝静苑,,
新牌坊三路272号,香山花园A区;香山花园,,
新牌坊三路321号,兰苑小居,,
新牌坊三路333号,天一桂湖花源,,
新牌坊三路366号,荣升部落格;荣升鑫源,,
新牌坊三路368号,森馨花园,,
新牌坊三路60号,川成商住楼,,
新牌坊三路87号,富渝大厦,,
新牌坊三路97号,新牌坊都市坐标；都市坐标,,
新牌坊一路101号,江龙大厦,,
新牌坊一路136号,韵叶花园,,
新牌坊一路139号,北城绿景,,
新牌坊一路189号,龙华苑,,
新牌坊一路1号,世纪花园；渝北世纪花园,,
新牌坊一路251号,渝复丽园,,
新牌坊一路45号,福鸿花园,,
新牌坊一路68号,云海花园,,
新坪村127号,老东南亚,,
新坪村131号,新坪村,,
新坪村1号,新坪村,,
新坪村2号,新坪村,,
新桥村,新桥村,,
新桥村92号,渝江丽都,,
新桥新村71号,金桥新都,,
新桥新村88号,新桥新都,,
新山村27幢,新山村27幢,,
新山村57号,全泰南州明珠,,
新山村小区,新山村小区,,
新生村,新生村;新生村小区,,
新生村东苑,新生村东苑,,
新生村南苑,新生村南苑;新升南苑;新升·南溪园,,
新胜二村,新胜二村,,
新胜街108号,,,
新胜街85号,,,
新胜街86号,,,
新胜街87号,,,
新胜路499号,花卉好望阁,,
新胜小区,,,
新石坑,新石坑;新石坑二期,,
新市场（渝中）,新市场（渝中）,,
新市场16号,康德糖果盒;糖果盒,,
新市场叉路口14号,双铁金大楼,,
新市街1-129号,新市街1-129号,,
新市街115号,新市街小区,,
新市街117号,新市街小区,,
新市街119号,新市街小区,,
新市街121号,新市街小区,,
新市街14号,新市街小区,,
新市街24号,新市街小区,,
新市街2号,新市街小区,,
新市街38号,新市街小区,,
新市街3号,新市街小区,,
新市街42号,新市街小区,,
新市街4号,新市街小区,,
新市街67号,新市街小区,,
新市街78号,宸琪天和园;宸琪天和苑,,
新市街80号,商社汇;商社汇城品,,
新市街85号,新市街小区,,
新市街91号,庆丰三鼎雅园;三鼎雅园,,
新四村57号,南国丽苑A区；南国丽苑B区,,
新体村,新体村,,
新天地,新天地商住楼,,
新天地商务楼,,,
新天花园,新天花园,,
新天泽国际广场,新天泽国际广场,,
新屋村19号,新屋佳苑,,
新兴路59号,,,
新兴路61号,,,
新兴路巴渝楼,巴渝楼,,
新星路11号,新星路小区,,
新星路12号,星云花园;星云大厦,,
新星路15号,新星路小区,,
新星路19号,新星路小区,,
新药村400号,合药小区,,
新逸家园,,,
新影村18号,永年高九领地,,
新影村26号,康翔花园,,
新宇小区,,,
新元居,新元居,,
新重庆广场,,,
馨建小区,馨建小区,,
馨茗苑,馨茗苑,,
馨怡佳苑,馨怡佳苑,,
馨园小区,馨园小区,,
馨悦苑,馨悦苑,,
鑫港湾,,,
鑫康路16号,鑫瑞乐居小区,,
鑫隆达金色家园,鑫隆达金色家园;南坪金色家园,,
鑫瑞康居,鑫瑞康居,,
鑫瑞小区,鑫瑞小区,,
信园小区,信园小区,,
兴华东路小区,,,
兴华花园,,,
兴华西路15号,翔正丽都,,
兴华西路18号,海怡天府,,
兴华西路小区,涪陵兴华西路,,
兴华中路34号,高笋塘天和大厦,,
兴华中路48号,瑞郎公寓,,
兴华中路55号,宏富大厦,,
兴华中路小区,,,
兴科大道157号,海德燕窝小区;海德燕窝;燕窝小区,,
兴科大道180号,金燕家园,,
兴科大道182号,立邦小区,,
兴科大道186号,骑缘名居;奇缘名居,,
兴科大道2010号,渝北金福花园；金福花园（渝北）,,
兴科大道216号,海德旭园;海德旭苑;海德旭园A区,,
兴科大道230号,成盛家园,,
兴科大道250号,汇凯青年城,,
兴科大道268号,宝桐紫花园,,
兴科大道286号,春祥家园,,
兴科大道293号,半山名都;伴山名都,,
兴科大道299号,渝北水木年华;水木年华(渝北),,
兴科大道326号,成刚大楼;成钢大厦,,
兴科大道364号,莺歌小区;两江新区,,
兴科大道422号,锦天星都,,
兴科大道459号,祥和花园,,
兴科大道510号,长福苑,,
兴科大道96号,金香林,,
兴科二路13号,逸静花园,,
兴科二路268号,帝豪雅园;帝豪雅苑,,
兴科三路133号,千荷怡景；龙汇千荷怡景,,
兴科三路小区,,,
兴科四路111号,富悦新城,,
兴科五路88号,金易华苑;金易华苑A区;金易华苑B区,,
兴科五路91号,香山美筑;中伦香山美筑,,
兴科一路138号,城市港湾;城市港湾A区;城市港湾B区;城市港湾C区,,
兴科一路177号,顺庆佳苑,,
兴科一路41号,怡馨花园,,
兴科一路46号,富丽苑;富丽苑A区,,
兴科一路91号,方泰花园,,
兴龙大道777号,金科中央公园城,,
兴龙大道789号,永川金科阳光小镇,,
兴隆街1号,松树桥大厦,,
兴隆街33号,美达家园,,
兴隆街34号,兴隆街34号,,
兴隆街39号,锦江郦城,,
兴隆街小区,兴隆街小区,,
兴隆居小区,兴隆居小区,,
兴隆路26号,数码大厦,,
兴隆路30号,万汇中心,,
兴隆路36号,海洋之星,,
兴隆路8号,,,
兴隆商住楼,兴隆商住楼,,
兴隆苑,兴隆苑,,
兴隆院,兴隆院,,
兴茂翠园,,,
兴茂花园,,,
兴茂御景江城,,,
兴农8村2号,朵力名都;朵力名都2期,,
"兴胜二村6,7栋",杨馨花园,,
兴胜楼,兴胜楼,,
兴胜路2号,中阳大厦;中阳雅阁,,
兴胜路32号,盾安九龙都,,
兴胜路3号,佳新花园,,
兴胜路55号,海兰云天盛世华城;盛世华城,,
兴胜路56号,兴胜大厦,,
兴胜路60号,杨家坪步行街,,
兴胜路66号,金洲大厦,,
兴胜路68号,九九商业大厦,,
兴胜路特3号,佳新花园,,
兴胜路小区,兴胜路小区,,
兴胜一村6号,荣洲苑,,
兴盛大道25号,荣升锦瑟华年;锦瑟华年,,
兴盛大道33号,上品十六;上品16;上品拾陆;上品十六凌峰,,
兴盛大道55号,中渝梧桐郡三期,,
兴盛大道96号,吉安园龙头寺小区,,
兴盛支路1号,中渝梧桐郡五期,,
兴盛支路2号,中渝梧桐郡;中渝梧桐郡梧桐公馆;中渝梧桐公馆,,
兴盛支路6号,中渝梧桐郡二期,,
兴塘路2号,银翔翡翠谷,,
兴塘路8号,银翔翡翠谷B组团一期,,
兴旺正路65号,瀚恩五大道,,
兴欣佳园,兴欣佳园,,
兴学园,,,
兴堰路4号,北大资源燕南;北大资源·燕南一期,,
兴堰路6号,北大资源燕南二期;北大资源·燕南二期,,
兴业路40号,光宇·阳光新世界;光宇阳光新世界,,
兴宇花园,兴宇花园,,
兴宇金鳞苑,兴宇金鳞苑一期;兴宇金鳞苑二期,,
兴竹路18号,鹏润蓝海C区,,
兴竹路19号,鹏润蓝海A区,,
兴竹路21号,鹏润蓝海B区;鹏润国际公寓B区,,
兴竹路68号,江北金竹苑；金竹苑（观音桥）；金竹苑,,
星辰路100号,北城阳光今典布丁HOUSE;布丁HOUSE,,
星辰路96号,佳乐园,,
星光大道11号,重庆金融中心,,
星光大道16号,财富中心,,
星光大道199号,盛世棠城,,
星光大道1号,康安尚都二期;康安尚都,,
星光大道88号,土星商务中心,,
星光大道97号,融创凡尔赛花园一期二组团,,
星光名都,,,
星河奥韵,,,
星河港都,星河港都,,
星河名港,,,
星湖路1号,劲力五星城;劲力五星城一期,,
星湖路3号,劲力五星城自由地;劲力五星城二期,,
星融路15号 ,融创凡尔赛花园三期一组团,,
星融路66号,康田蔚蓝海,,
星融路9号,融创凡尔赛花园二期三组团,,
星耀天地,江北嘴星耀天地,,
星语花园,,,
星苑豪庭,,,
星月花园,,,
星韵满庭,,,
刑家桥社区,刑家桥社区,,
刑警队集资房,,,
邢家桥社区,,,
秀江阁,,,
绣湖路79号,,,
绣湖路97号,绣湖路97号,,
绣景翠庭,,,
绣苑大厦,,,
旭东家天下,旭东家天下,,
旭阳台北城,旭阳台北城;台北城,,
学府大道13号,南中园,,
学府大道14号,康路蓝山日记;蓝山日记,,
学府大道16号,华宇江南枫庭;江南枫庭;江南枫庭1,,
学府大道21号,翠湖山庄,,
学府大道22号,南坪学府苑；五公里教师住宅学府苑,,
学府大道2号,江南国际新城;江南国际,,
学府大道33号,招商科苑,,
学府大道37号,巴蜀实验学校综合楼,,
学府大道388号,奥兰半岛二期;奥兰半岛,,
学府大道40号,豪康悦城;学府怡景,,
学府大道42号,学府雅居,,
学府大道56号,I昕晖;i昕晖;爱昕晖,,
学府大道58号,互信星座,,
学府大道61号,府邸美郡,,
学府大道63号,,,
学府大道65号,宽仁雅苑,,
学府大道66号,交通大学家属区；重庆交通大学家属区,,
学府大道67号,,,
学府大道69号,学府大道小区;天景美梦城真;天景山院里;天景雨山前;雨山前花园,,
学府大道71号,交通家属楼;交院家属楼;交院集资楼,,
学府锦苑,学府锦苑；教育学院集资房,,
学府路1号,学林雅园,,
学府路29号,教育学院家属院,,
学府美墅,,,
学府兴业,学府兴业,,
学府中央,学府中央;学府中央二期,,
学林E墅,学林E墅,,
学林花园,学林花园,,
学林景苑,,,
学林雅舍,学林雅舍,,
学林雅苑,,,
学善路35号,北麓国际城B区;北麓国际城二期,,
学田湾,学田湾,,
学田湾正街1号,广场大厦,,
学田湾正街55号,东方花苑；上海东方花苑,,
学田湾正街59号,学田湾正街小区,,
学田湾正街60号,学田湾正街小区,,
学田湾正街61号,学田湾正街小区,,
学田湾正街65号,学田湾正街小区,,
学田湾正街66号,学田湾正街小区,,
学田湾正街67号,学田湾正街小区,,
学园路16号,卓然翡翠城;卓然·翡翠城,,
学苑路8号,雅云苑,,
学苑路9号,昕晖莫比时代;莫比时代,,
学苑小区,学苑小区,,
学智路651号,鸥鹏泊雅湾;鸥鹏·泊雅湾,,
学智路717号,宝嘉花与山一期;宝嘉花与山二期,,
雪松路2号,中兴渝景苑,,
雪松路7号,东原黄山大道东,,
雪屿玲珑居,雪屿玲珑居,,
雅典楼,雅典楼,,
雅居乐御宾府,雅居乐御宾府;雅居乐豪园·御宾府,,
雅趣苑,雅趣苑,,
雅瑞阁青山河畔,,,
雅仕居二期,雅仕居二期,,
空港大道99号,青麓雅园;青鹿雅园,,
雅苑街38号,瑞丰花苑,,
亚太路1号,亚太商谷,,
亚太路9号,融创玖玺台;融创玖玺国际,,
烟草大厦,烟草大厦,,
烟雨堡,烟雨堡,,
烟雨堡44号,斌鑫辰光华府;辰光华府,,
烟雨堡46号,松藻小区,,
岩湾小区,岩湾小区,,
沿河路38号,左岸陈桥;新港左岸陈桥,,
沿河西路12号,卓越美丽蓝湾四期,,
沿河西路18号,美丽蓝湾;卓越美丽蓝湾,,
沿河西路南段76号,锦城天秀,,
沿河西路南段82号,锦春绿岛新都,,
沿湖路5号,维丰蓝湖熙岸,,
沿江花园,,,
晏阳初路6号,歇马骑龙港湾,,
燕城大厦,燕城大厦,,
燕城苑,燕城苑,,
羊角堡11号,土湾羊角堡,,
羊角堡12号,土湾羊角堡,,
羊角堡13号,土湾羊角堡,,
羊角堡17号,土湾羊角堡,,
羊角堡18号,土湾羊角堡,,
阳光100国际新城,阳光100国际新城A组团;阳光100国际新城蓝滨组团,,
阳光100喜马拉雅,阳光100喜马拉雅,,
阳光奥韵,阳光奥韵,,
阳光城,,,
阳光东城,,,
阳光国际（万州）,万州阳光国际,,
阳光华庭,阳光华庭;阳光华庭四期;阳光华庭三期,,
阳光家园1号,阳光家园,,
阳光丽都,,,
阳光青城,,,
阳光世纪城,,,
阳光天地,,,
阳光拓展,阳光拓展,,
阳光小区（沙坪坝）,阳光小区,,
阳光心悦,阳光心悦,,
阳光馨苑(璧山),,,
阳光雅园,,,
阳禾洪福秀景,阳禾洪福秀景,,
杨渡村138号,祥和如意居;如意居,,
杨渡二村,杨渡二村,,
杨渡路639号,中房那里,,
杨渡一村,,,
杨公桥118号,阳光水城熙地；光华阳光水城;阳光水城;光华阳光水城二期;光华阳光水城一期,,
杨公桥148号,金鹏小区,,
杨公桥213号,杨公桥,,
杨公桥214号,杨公桥,,
杨公桥215号,杨公桥,,
杨公桥216号,杨公桥,,
杨公桥217号,杨公桥,,
杨河村小区,,,
杨河一村78号,重庆国际商会大厦；国际商会大厦,,
杨家坪公务员小区,杨家坪公务员小区;杨家坪机关单位小区,,
杨家坪横街,,,
杨家坪横街28号,盛仁汇大厦,,
杨家坪横街30号,海丰苑,,
杨家坪横街44号,利丰达;利丰达大厦,,
杨家坪横街97号,艾佳天泰,,
杨家坪正街11号,五环大楼,,
杨家坪正街13号,银都大厦,,
杨家坪正街20号,建行大厦,,
杨家坪正街24号,金贸大厦；重百大楼,,
杨家坪正街26号,斌鑫世纪城,,
杨家坪正街8号,百康年世纪门,,
杨家坪正街小区,杨家坪正街小区,,
杨家山小区,杨家山小区,,
杨梨路161号,卫星半岛花园;卫星半岛,,
杨梨路23号,杨梨路小区,,
杨梨路34号,杨梨路小区,,
杨梨路57号,杨梨路小区,,
杨梨路60号,金阳牛津街;金阳牛津街小区,,
杨支路8号,杨家花园,,
洋河北路12号,鼎洪怡苑,,
洋河北路19号,御景天城;御景天成;华美御景天成,,
洋河北路20号,大帝花园,,
洋河北路79号,重百小区,,
洋河北路8号,九鼎花园,,
洋河东路9号,长安麒麟公馆,,
洋河二村18号,富比帝,,
洋河二村25号,洋河二村,,
洋河二村26号,洋河二村,,
洋河二村27号,洋河二村,,
洋河二村28号,洋河二村,,
洋河二村29号,洋河二村,,
洋河二村30号,洋河二村,,
洋河二村31号,洋河二村,,
洋河二村32号,洋河二村,,
洋河二村33号,洋河二村,,
洋河二村34号,洋河二村,,
洋河二村35号,洋河二村,,
洋河二村36号,洋河二村,,
洋河二村37号,洋河二村,,
洋河二村38号,洋河二村,,
洋河二村39号,洋河二村,,
洋河二村3号,满堂红家苑;满堂红好家园,,
洋河二村42号,洋河二村,,
洋河二村43号,洋河二村,,
洋河二村44号,洋河二村,,
洋河二村45号,洋河二村,,
洋河二村46号,洋河二村,,
洋河二村47号,洋河二村,,
洋河二村54号,洋河二村,,
洋河二村55号,洋河二村,,
洋河二村73号,祺山品阁,,
洋河三村18号,国盛伟岸滨洲;伟岸滨洲,,
洋河三村1号,中瀚名苑；一业名居,,
洋河三村小区,洋河三村,,
洋河四村40号,洋河四村,,
洋河四村42号,洋河四村,,
洋河四村43号,洋河四村,,
洋河四村44号,洋河四村,,
洋河四村45号,洋河四村,,
洋河新村13号,洋河新村,,
洋河新村14号,洋河新村,,
洋河新村15号,洋河新村,,
洋河新村16号,洋河新村,,
洋河新村17号,洋河新村,,
洋河新村18号,洋河新村,,
洋河新村22号,洋河新村,,
洋河新村23号,洋河新村,,
洋河新村24号,洋河新村,,
洋河新村25号,洋河新村,,
洋河新村26号,洋河新村,,
洋河新村27号,洋河新村,,
洋河新村36号,天伦海苑,,
洋河新村9号,洋河海湾,,
洋河一村20号,洋河一村,,
洋河一村21号,洋河一村,,
洋河一村22号,洋河一村,,
洋河一村23号,洋河一村,,
洋河一村77号,文锦玫瑰苑,,
洋河一路68号,协信中心,,
洋河一路72号,银都公寓,,
洋河中路116号,洋河花园；洋河大厦,,
洋河中路35号,聚穗园,,
洋河中路82号,邦兴渝珠花园;邦兴渝珠花苑;渝珠花园;邦兴花苑;邦渝花苑,,
洋人街B区,洋人街B区,,
洋世达花园,洋世达花园,,
洋世达圣天湖,圣天湖,,
洋世达水岸春,洋世达水岸春,,
洋世达中央公寓,,,
仰天湖,,,
窑坝街7号,,,
窑坝街8号,,,
窑坝街9号,,,
遥岑花园,,,
药技校小区,药技校小区,,
耀强花园,耀强花园,,
冶金二村,,,
冶金二村1号,桃景阁,,
冶金路17号,华佳苑,,
冶金路1号,海丰楼,,
冶金路4号,华辰苑,,
冶金路一栋,冶金路一栋,,
冶金三村,,,
冶金三村45号,桃源小区；桃源居,,
冶金四村,冶金四村,,
冶金一村,冶金一村,,
冶金一至四村,,,
野水沟,,,
一城南溪书香,一城南溪书香;南溪书香,,
一号站,,,
一品南路2号,汇景湾,,
一品小区,,,
一天门,,,
一碗水后街9号,蓝天锦园A区;蓝天锦园;蓝天锦苑,,
一碗水凯歌路8号,一碗水凯歌路8号;一碗水翰林院,,
一碗水凯歌路后街10号,森信小区；森信小苑,,
一碗水前街10号,凯乐佳苑;凯乐佳园,,
一碗水前街14号,一碗水前街,,
一碗水前街16号,人和春天,,
一碗水前街18号,银海风景;银海峰景;春光小区,,
一碗水前街1号,一碗水前街,,
一碗水前街3号,一碗水前街,,
一碗水转盘小区,,,
一心村21号,一心村,,
一心村22号,台湾花园,,
一心村23号,一心村社区;一心村,,
一支路小区,一支路小区,,
医学院路8号,V8区永缘城市交响；V8区,,
医学院路小区,,,
壹江城,壹江城;大川壹江城,,
怡安楼,怡安楼,,
怡丰花园,,,
怡和景苑,,,
怡锦苑,怡锦园;怡景苑;怡景苑(一至三期),,
怡景路88号,约克郡上景,,
怡明苑,怡明苑,,
怡然居,,,
怡庭家园,怡庭家园,,
怡心苑,怡心苑,,
怡园小区,怡园小区,,
颐泰巷小区,颐泰巷,,
义乌大道6号,龙川北郡,,
义学路10号,渝汇源小区,,
义学路10路,政府家属院,,
义学路2号,金易都会,,
义学路小区,,,
易方学府新城,,,
易家坝,,,
易家小区,易家小区,,
益星景苑南区,,,
益星雅郡,,,
逸景花园,逸景花园,,
翼龙路151号,双龙小区,,
翼龙路2号,泰亨彩云印象;彩云印象(泰亨);彩云印象,,
翼龙路8号,柏景龙庭,,
银昌大道123号,鼎盛山水,,
银光庭园,银光庭园,,
银河世纪华庭,银河世纪华庭,,
银桦路125号,圣地阳光,,
银桦路183号,橄榄郡,,
银桦路39号,太阳园,,
银岭180,,,
银梭大道1号,申佳上海时光,,
银梭大道8号,环山国际;环山·国际;环山国际二期,,
银泰新苑,银泰新苑,,
银鑫碧海龙庭,碧海龙庭,,
银鑫花园,银鑫花园,,
银鑫楼,银鑫楼;银鑫楼商住楼;江北银鑫楼,,
银鑫路7号,田园丽景,,
银鑫小区,银鑫小区,,
银星公寓楼,,,
银杏路70号,美好星空;渝高新城·美好星空,,
银燕路5号,晋愉锦都,,
银鹰小区,,,
银中大厦,银中大厦,,
银座大厦,,,
银座花苑,,,
饮水村1号,饮水村,,
饮水村2号,饮水村,,
饮水村3号,饮水村,,
饮水村4号,饮水村,,
隐龙16号,龙隐居,,
印铁花园,,,
英家巷9号,骑龙园;骑龙圆,,
英利国际广场,英利国际广场,,
迎宾大道169号,东方文都,,
迎宾大道35号,渝高新城星座,,
盈田金开里,盈田金开里,,
营盘路489号,紫锦花园,,
瀛嘉天下,川东瀛嘉天下;瀛嘉天下香溪谷;瀛嘉天下风栖谷,,
映泉花园,映泉花园;温泉城还建房,,
永川碧桂园,,,
永川二转盘,二转盘,,
永川客运中心,,,
永川煤苑小区,,,
永川三华苑,,,
永川世纪阳光,永川世纪阳光,,
永川水木年华,宏方水木年华,,
永川同文里,,,
永川阳光花园,,,
永达思源花园,永达思源花园;思源花园,,
永丰综合楼,永丰综合楼,,
永嘉大道108号,瀛嘉帝逸城,,
永嘉路45号,雍江翠湖;重庆天地雍江翠湖,,
永利豪庭,,,
优派青年公寓,优派青年公寓,,
邮电小区,邮电小区,,
油漆厂家属区,,,
友爱村小区,友爱村小区,,
友诚生态名苑,,,
友锦广场,,,
友谊村16号,友谊村,,
友谊村17号,友谊村,,
友谊村18号,友谊村,,
友谊村24号,友谊村,,
友谊村25号,友谊村,,
友谊村26号,友谊村,,
友谊路1号,重医家属区,,
渝安路36号,聚福里,,
渝澳大道15号,瑜然星座,,
渝澳大道39号,万象时代,,
渝澳大道69号,新城绿洲,,
渝北城南,渝北城南,,
渝北大厦,,,
渝北果园新村,果园新村,,
渝北教师楼,,,
渝北名都(江北）,,,
渝北农贸市场小区,渝北农贸市场小区,,
渝北区红石路2号,龙溪景苑,,
渝北四村152号,渝北四村,,
渝北四村153号,渝北四村,,
渝北四村154号,渝北四村,,
渝北四村155号,渝北四村,,
渝北四村156号,渝北四村,,
渝北四村162号,渝北四村,,
渝北四村163号,渝北四村,,
渝北四村169号,渝北四村,,
渝北四村170号,渝北四村,,
渝北四村171号,渝北四村,,
渝北四村172号,渝北四村,,
渝北四村18号,成盛大厦,,
渝北四村20号,宏福俊悦大厦;宏富俊悦大厦,,
渝碚路119号,文星大厦；渝碚路小区；文兴大厦,,
渝碚路135号,陈家湾小区,,
渝碚路15号,华宇广场;华宇广场商住楼;华宇广场二期;华宇广场三期,,
渝碚路222号,宏州大厦;宏洲大厦,,
渝碚路39号,庆泰大厦,,
渝碚路50号,融信大厦,,
渝碚路53号,尚品名都,,
渝碚路66号,华夏银座,,
渝碚路88号,鑫源大厦,,
渝成街,,,
渝城街165号,渝州交易城,,
渝城街282号,,,
渝东大花园,渝东花园,,
