,楼盘名称,项目别名,jd,wd
6356,杨河村小区,,106.532207,29.583825
6357,杨河一村78号,重庆国际商会大厦；国际商会大厦,106.528674,29.583481
6358,杨家坪公务员小区,杨家坪公务员小区;杨家坪机关单位小区,106.513504,29.501371
6359,杨家坪横街,,106.519240,29.510050
6360,杨家坪横街28号,盛仁汇大厦,106.516737,29.508990
6361,杨家坪横街30号,海丰苑,106.517847,29.509376
6362,杨家坪横街44号,利丰达;利丰达大厦,106.517674,29.509148
6363,杨家坪横街97号,艾佳天泰,106.518540,29.509640
6364,杨家坪正街11号,五环大楼,106.516471,29.511257
6365,杨家坪正街13号,银都大厦,106.515838,29.510738
6366,杨家坪正街20号,建行大厦,106.515458,29.511252
6367,杨家坪正街24号,金贸大厦；重百大楼,106.515100,29.510590
6368,杨家坪正街26号,斌鑫世纪城,106.513476,29.511285
6369,杨家坪正街8号,百康年世纪门,106.515584,29.511671
6370,杨家坪正街小区,杨家坪正街小区,106.517557,29.505639
6371,杨家山小区,杨家山小区,106.441616,29.573344
6372,杨梨路161号,卫星半岛花园;卫星半岛,106.442486,29.559249
6373,杨梨路23号,杨梨路小区,106.446144,29.559940
6374,杨梨路34号,杨梨路小区,106.446544,29.560211
6375,杨梨路57号,杨梨路小区,106.447255,29.560543
6376,杨梨路60号,金阳牛津街;金阳牛津街小区,106.450960,29.557901
6377,杨支路8号,杨家花园,106.326810,29.298515
6378,洋河北路12号,鼎洪怡苑,106.540002,29.584569
6379,洋河北路19号,御景天城;御景天成;华美御景天成,106.539203,29.587029
6380,洋河北路20号,大帝花园,106.540921,29.586249
6381,洋河北路79号,重百小区,106.542623,29.585085
6382,洋河北路8号,九鼎花园,106.538995,29.584471
6383,洋河东路9号,长安麒麟公馆,106.546273,29.578830
6384,洋河二村18号,富比帝,106.530170,29.581540
6385,洋河二村25号,洋河二村,106.531566,29.582445
6386,洋河二村26号,洋河二村,106.531748,29.582444
6387,洋河二村27号,洋河二村,106.531379,29.582386
6388,洋河二村28号,洋河二村,106.531877,29.582451
6389,洋河二村29号,洋河二村,106.532113,29.582473
6390,洋河二村30号,洋河二村,106.532188,29.582062
6391,洋河二村31号,洋河二村,106.532215,29.582022
6392,洋河二村32号,洋河二村,106.531890,29.582931
6393,洋河二村33号,洋河二村,106.531606,29.581954
6394,洋河二村34号,洋河二村,106.531669,29.581932
6395,洋河二村35号,洋河二村,106.531704,29.581916
6396,洋河二村36号,洋河二村,106.531749,29.581893
6397,洋河二村37号,洋河二村,106.531777,29.581873
6398,洋河二村38号,洋河二村,106.531818,29.581840
6399,洋河二村39号,洋河二村,106.531865,29.581821
6400,洋河二村3号,满堂红家苑;满堂红好家园,106.532498,29.583630
6401,洋河二村42号,洋河二村,106.531376,29.581221
6402,洋河二村43号,洋河二村,106.532110,29.580982
6403,洋河二村44号,洋河二村,106.532127,29.581029
6404,洋河二村45号,洋河二村,106.532144,29.581092
6405,洋河二村46号,洋河二村,106.532183,29.581150
6406,洋河二村47号,洋河二村,106.532209,29.581198
6407,洋河二村54号,洋河二村,106.531933,29.581318
6408,洋河二村55号,洋河二村,106.531895,29.581271
6409,洋河二村73号,祺山品阁,106.533555,29.584577
6410,洋河三村18号,国盛伟岸滨洲;伟岸滨洲,106.527275,29.585559
6411,洋河三村1号,中瀚名苑；一业名居,106.528861,29.585368
6412,洋河三村小区,洋河三村,106.528533,29.586634
6413,洋河四村40号,洋河四村,106.525200,29.583625
6414,洋河四村42号,洋河四村,106.524290,29.583577
6415,洋河四村43号,洋河四村,106.524694,29.583620
6416,洋河四村44号,洋河四村,106.525242,29.584000
6417,洋河四村45号,洋河四村,106.524997,29.584298
6418,洋河新村13号,洋河新村,106.532457,29.579899
6419,洋河新村14号,洋河新村,106.532706,29.580383
6420,洋河新村15号,洋河新村,106.533042,29.580680
6421,洋河新村16号,洋河新村,106.533779,29.580510
6422,洋河新村17号,洋河新村,106.533182,29.580361
6423,洋河新村18号,洋河新村,106.533360,29.580363
6424,洋河新村22号,洋河新村,106.533321,29.580043
6425,洋河新村23号,洋河新村,106.533161,29.580197
6426,洋河新村24号,洋河新村,106.533231,29.580041
6427,洋河新村25号,洋河新村,106.532998,29.580044
6428,洋河新村26号,洋河新村,106.532749,29.580034
6429,洋河新村27号,洋河新村,106.532553,29.580028
6430,洋河新村36号,天伦海苑,106.534570,29.581020
6431,洋河新村9号,洋河海湾,106.533173,29.579447
6432,洋河一村20号,洋河一村,106.530272,29.580807
6433,洋河一村21号,洋河一村,106.530527,29.581058
6434,洋河一村22号,洋河一村,106.530148,29.580917
6435,洋河一村23号,洋河一村,106.530239,29.580976
6436,洋河一村77号,文锦玫瑰苑,106.531319,29.580526
6437,洋河一路68号,协信中心,106.531654,29.578266
6438,洋河一路72号,银都公寓,106.529334,29.583125
6439,洋河中路116号,洋河花园；洋河大厦,106.538945,29.583403
6440,洋河中路35号,聚穗园,106.543556,29.582474
6441,洋河中路82号,邦兴渝珠花园;邦兴渝珠花苑;渝珠花园;邦兴花苑;邦渝花苑,106.541438,29.583833
6442,洋人街B区,洋人街B区,106.595792,29.580514
6443,洋世达花园,洋世达花园,106.559707,29.520048
6444,洋世达圣天湖,圣天湖,107.084496,29.863998
6445,洋世达水岸春,洋世达水岸春,106.575985,29.539310
6446,洋世达中央公寓,,107.086280,29.859915
6447,仰天湖,,106.272501,29.277982
6448,窑坝街7号,,106.530281,29.377257
6449,窑坝街8号,,106.530281,29.377257
6450,窑坝街9号,,106.530281,29.377257
6451,遥岑花园,,106.503302,29.515697
6452,药技校小区,药技校小区,106.595045,29.579483
6453,耀强花园,耀强花园,106.439508,29.820762
6454,冶金二村,,106.503722,29.512847
6455,冶金二村1号,桃景阁,106.506409,29.512399
6456,冶金路17号,华佳苑,106.502437,29.509046
6457,冶金路1号,海丰楼,106.508965,29.514283
6458,冶金路4号,华辰苑,106.507549,29.513488
6459,冶金路一栋,冶金路一栋,106.508965,29.514283
6460,冶金三村,,106.503700,29.509407
6461,冶金三村45号,桃源小区；桃源居,106.504910,29.510010
6462,冶金四村,冶金四村,106.505963,29.509931
6463,冶金一村,冶金一村,106.509175,29.513402
6464,冶金一至四村,,106.504908,29.510084
6465,野水沟,,106.536742,29.571874
6466,一城南溪书香,一城南溪书香;南溪书香,106.527254,29.458917
6467,一号站,,,
6468,一品南路2号,汇景湾,106.575402,29.271932
6469,一品小区,,106.492060,29.531724
6470,一天门,,106.600629,29.556302
6471,一碗水后街9号,蓝天锦园A区;蓝天锦园;蓝天锦苑,106.615256,29.702134
6472,一碗水凯歌路8号,一碗水凯歌路8号;一碗水翰林院,106.618866,29.698119
6473,一碗水凯歌路后街10号,森信小区；森信小苑,106.615444,29.698120
6474,一碗水前街10号,凯乐佳苑;凯乐佳园,106.615566,29.699253
6475,一碗水前街14号,一碗水前街,106.614849,29.699161
6476,一碗水前街16号,人和春天,106.612696,29.698863
6477,一碗水前街18号,银海风景;银海峰景;春光小区,106.610207,29.698423
6478,一碗水前街1号,一碗水前街,106.616670,29.698880
6479,一碗水前街3号,一碗水前街,106.616269,29.698898
6480,一碗水转盘小区,,106.617923,29.697798
6481,一心村21号,一心村,106.461911,29.564812
6482,一心村22号,台湾花园,106.461691,29.565203
6483,一心村23号,一心村社区;一心村,106.461471,29.564691
6484,一支路小区,一支路小区,105.605938,29.415697
6485,医学院路8号,V8区永缘城市交响；V8区,106.507321,29.535370
6486,医学院路小区,,106.508400,29.535040
6487,壹江城,壹江城;大川壹江城,106.465450,29.585456
6488,怡安楼,怡安楼,106.585077,29.560548
6489,怡丰花园,,106.553689,29.519781
6490,怡和景苑,,106.229205,29.582352
6491,怡锦苑,怡锦园;怡景苑;怡景苑(一至三期),106.473502,29.535136
6492,怡景路88号,约克郡上景,106.528020,29.641148
6493,怡明苑,怡明苑,106.509699,29.530169
6494,怡然居,,107.345762,30.322237
6495,怡庭家园,怡庭家园,,
6496,怡心苑,怡心苑,106.626946,29.702710
6497,怡园小区,怡园小区,106.519380,29.379439
6498,颐泰巷小区,颐泰巷,106.614900,29.696423
6499,义乌大道6号,龙川北郡,106.255078,30.000741
6500,义学路10号,渝汇源小区,106.630710,29.717550
6501,义学路10路,政府家属院,106.630465,29.718209
6502,义学路2号,金易都会,106.630032,29.717029
6503,义学路小区,,106.630340,29.717700
6504,易方学府新城,,107.262369,29.756105
6505,易家坝,,107.395496,29.704015
6506,易家小区,易家小区,106.489721,29.494711
6507,益星景苑南区,,106.046918,29.834277
6508,益星雅郡,,106.059256,29.835126
6509,逸景花园,逸景花园,106.599891,29.681785
6510,翼龙路151号,双龙小区,106.481110,29.497639
6511,翼龙路2号,泰亨彩云印象;彩云印象(泰亨);彩云印象,106.489690,29.509720
6512,翼龙路8号,柏景龙庭,106.486133,29.504883
6513,银昌大道123号,鼎盛山水,106.446041,29.607167
6514,银光庭园,银光庭园,106.589703,29.585509
6515,银河世纪华庭,银河世纪华庭,108.449341,30.762750
6516,银桦路125号,圣地阳光,106.495466,29.597809
6517,银桦路183号,橄榄郡,106.496025,29.599200
6518,银桦路39号,太阳园,106.494724,29.594217
6519,银岭180,,,
6520,银梭大道1号,申佳上海时光,106.612635,29.662965
6521,银梭大道8号,环山国际;环山·国际;环山国际二期,106.614433,29.661474
6522,银泰新苑,银泰新苑,106.538648,29.575372
6523,银鑫碧海龙庭,碧海龙庭,,
6524,银鑫花园,银鑫花园,106.517783,29.583714
6525,银鑫楼,银鑫楼;银鑫楼商住楼;江北银鑫楼,106.535086,29.577736
6526,银鑫路7号,田园丽景,106.618075,29.706948
6527,银鑫小区,银鑫小区,106.618837,29.706004
6528,银星公寓楼,,,
6529,银杏路70号,美好星空;渝高新城·美好星空,106.454309,29.505115
6530,银燕路5号,晋愉锦都,106.328496,29.295040
6531,银鹰小区,,106.627475,29.712050
6532,银中大厦,银中大厦,106.563247,29.556337
6533,银座大厦,,106.563776,29.591414
6534,银座花苑,,106.563276,29.591569
6535,饮水村1号,饮水村,106.461980,29.573383
6536,饮水村2号,饮水村,106.459953,29.572885
6537,饮水村3号,饮水村,106.460597,29.571473
6538,饮水村4号,饮水村,106.460143,29.571808
6539,隐龙16号,龙隐居,,
6540,印铁花园,,,
6541,英家巷9号,骑龙园;骑龙圆,105.899173,29.350990
6542,英利国际广场,英利国际广场,106.516306,29.539719
6543,迎宾大道169号,东方文都,105.902656,29.347588
6544,迎宾大道35号,渝高新城星座,106.158134,29.412984
6545,盈田金开里,盈田金开里,106.549237,29.638840
6546,营盘路489号,紫锦花园,106.057883,29.832358
6547,瀛嘉天下,川东瀛嘉天下;瀛嘉天下香溪谷;瀛嘉天下风栖谷,106.225525,29.568075
6548,映泉花园,映泉花园;温泉城还建房,106.443648,29.551680
6549,永川碧桂园,,105.921647,29.349848
6550,永川二转盘,二转盘,105.927376,29.356117
6551,永川客运中心,,105.901447,29.343336
6552,永川煤苑小区,,105.904755,29.356813
6553,永川三华苑,,105.924721,29.349376
6554,永川世纪阳光,永川世纪阳光,105.887782,29.349548
6555,永川水木年华,宏方水木年华,105.920960,29.356958
6556,永川同文里,,105.902446,29.351709
6557,永川阳光花园,,105.890743,29.349558
6558,永达思源花园,永达思源花园;思源花园,106.406219,29.809027
6559,永丰综合楼,永丰综合楼,106.514655,29.387016
6560,永嘉大道108号,瀛嘉帝逸城,106.224261,29.567633
6561,永嘉路45号,雍江翠湖;重庆天地雍江翠湖,106.558026,29.561743
6562,永利豪庭,,105.866694,29.349666
6563,优派青年公寓,优派青年公寓,106.469070,29.558574
6564,邮电小区,邮电小区,105.892430,29.350030
6565,油漆厂家属区,,106.496846,29.516079
6566,友爱村小区,友爱村小区,106.443900,29.560390
6567,友诚生态名苑,,,
6568,友锦广场,,107.396857,29.707731
6569,友谊村16号,友谊村,105.704733,29.464337
6570,友谊村17号,友谊村,105.704733,29.464337
6571,友谊村18号,友谊村,106.461814,29.564306
6572,友谊村24号,友谊村,106.461659,29.564577
6573,友谊村25号,友谊村,106.461606,29.564252
6574,友谊村26号,友谊村,106.461944,29.564066
6575,友谊路1号,重医家属区,106.511781,29.530457
6576,渝安路36号,聚福里,106.555176,29.466804
6577,渝澳大道15号,瑜然星座,106.526044,29.568596
6578,渝澳大道39号,万象时代,106.523835,29.572466
6579,渝澳大道69号,新城绿洲,106.521830,29.575547
6580,渝北城南,渝北城南,106.513292,29.585917
6581,渝北大厦,,106.518420,29.582593
6582,渝北果园新村,果园新村,106.598518,29.666298
6583,渝北教师楼,,106.931904,29.729702
6584,渝北名都(江北）,,106.614858,29.692281
6585,渝北农贸市场小区,渝北农贸市场小区,,
6586,渝北区红石路2号,龙溪景苑,106.525890,29.583698
6587,渝北四村152号,渝北四村,106.536094,29.578971
6588,渝北四村153号,渝北四村,106.536636,29.577537
6589,渝北四村154号,渝北四村,106.536181,29.577453
6590,渝北四村155号,渝北四村,106.536384,29.578905
6591,渝北四村156号,渝北四村,106.535949,29.577825
6592,渝北四村162号,渝北四村,106.536354,29.577197
6593,渝北四村163号,渝北四村,106.535958,29.578059
6594,渝北四村169号,渝北四村,106.536544,29.578868
6595,渝北四村170号,渝北四村,106.535781,29.578718
6596,渝北四村171号,渝北四村,106.535607,29.578254
6597,渝北四村172号,渝北四村,106.535647,29.578248
6598,渝北四村18号,成盛大厦,106.535095,29.576496
6599,渝北四村20号,宏福俊悦大厦;宏富俊悦大厦,106.534239,29.577235
6600,渝碚路119号,文星大厦；渝碚路小区；文兴大厦,106.455966,29.560084
6601,渝碚路135号,陈家湾小区,106.455119,29.561011
6602,渝碚路15号,华宇广场;华宇广场商住楼;华宇广场二期;华宇广场三期,106.462325,29.555473
6603,渝碚路222号,宏州大厦;宏洲大厦,106.454970,29.563494
6604,渝碚路39号,庆泰大厦,106.460959,29.556766
6605,渝碚路50号,融信大厦,106.461402,29.558004
6606,渝碚路53号,尚品名都,106.460030,29.557496
6607,渝碚路66号,华夏银座,106.459940,29.558143
6608,渝碚路88号,鑫源大厦,106.459349,29.558414
6609,渝成街,,106.478945,29.524401
6610,渝城街165号,渝州交易城,106.478190,29.525157
6611,渝城街282号,,106.480036,29.524013
6612,渝东大花园,渝东花园,108.392497,30.826122
6613,渝复新城丽景,渝复新城丽景;新城丽景,106.406919,29.800766
6614,渝港商住楼,渝港商住楼,,
6615,渝高B座公寓,渝高B座公寓,,
6616,渝高广场商住楼,渝高广场商住楼,106.486329,29.528535
6617,渝高和泰家园,渝高和泰家园;和泰家园,106.483355,29.536495
6618,渝高教师楼,,106.931904,29.729702
6619,渝高小区,渝高小区,106.487217,29.527239
6620,渝高智博中心,渝高智博中心,106.461420,29.509689
6621,渝航路206号,文星院,106.633949,29.720525
6622,渝航路33号,渝航路小区,106.626623,29.719685
6623,渝航路三巷46号,渝航园,106.633197,29.720956
6624,渝湖路10号,津和苑,106.627769,29.714447
6625,渝湖路135号,兰天龙湖苑;兰天龙湖;龙湖苑;龙湖蓝天苑,106.622311,29.713732
6626,渝湖路137号,祥和小区,106.621613,29.714691
6627,渝湖路47号,渝北区卫校家属院,106.626490,29.714300
6628,渝湖路56号,建威北宫,106.625143,29.715664
6629,渝湖路66号,吉祥雅居,106.623018,29.715059
6630,渝湖路69号,和谐家园,106.625033,29.714453
6631,渝湖路小区,渝湖路小区,106.624381,29.714738
6632,渝环苑,渝环苑,106.524723,29.609250
6633,渝建村11号,新宇大厦,106.554426,29.563200
6634,渝建村130号,龙泉花园,106.553781,29.564873
6635,渝江村300号,东方港湾;东方港湾小区;东方港湾B3-B6区;东方港湾B10-B11区;东方港湾B1-B2区;,106.483649,29.566087
6636,渝津花园,,106.252078,29.273694
6637,渝龙小区,,,
6638,渝鲁大道1003号,城市童话,106.560400,29.603782
6639,渝鲁大道188号,庆业九寨印象,106.558385,29.589439
6640,渝鲁大道660号,鲁能星城九街区,106.560023,29.593783
6641,渝鲁大道670号,鲁能星城七街区,106.560630,29.595867
6642,渝鲁大道680号,鲁能星城十二街区,106.562023,29.602359
6643,渝鲁大道727号,鲁能星城二街区,106.551625,29.598293
6644,渝鲁大道737号,鲁能星城三街区,106.551952,29.595015
6645,渝鲁大道747号,鲁能星城四街区,106.557680,29.592980
6646,渝鲁大道777号,鲁能星城一街区,106.552567,29.598014
6647,渝鲁大道778号,新馨家园;新馨嘉苑,106.560015,29.594283
6648,渝鲁大道999号,兴馨家园；兴馨嘉园,106.559454,29.601489
6649,渝南大道103号,创远·十里缇香一期;创远·十里缇香二期;创远十里缇香,106.552136,29.442153
6650,渝南大道111号,蓝光十里蓝山;蓝光十里蓝别墅;十里蓝山,106.555902,29.438948
6651,渝南大道118号,曦圆·观南山;曦圆观南山,106.551680,29.441310
6652,渝南大道120号,阳光九里,106.549597,29.439327
6653,渝南大道123号,东原桐麓;东源桐簏,106.551317,29.432936
6654,渝南大道130号,宗申动力城;宗申动力城三期;宗申.动力城四期;宗申动力城二期,106.546618,29.432571
6655,渝南大道139号,宗申青年国际;青年国际,106.549298,29.429607
6656,渝南大道158号,申烨.太阳城五期;申烨太阳城一期;太阳城一期;申烨太阳城;,106.544597,29.426228
6657,渝南大道161号,远洋高尔夫国际;远洋高尔夫国际社区;远洋高尔夫国际社区果岭洋楼,106.546854,29.421898
6658,渝南大道180号,斌鑫·江南时代;斌鑫江南时代,106.543294,29.411133
6659,渝南大道199号,巴蜀怡园;巴蜀怡苑,106.553486,29.449448
6660,渝南大道1号,通用大厦,106.570714,29.482372
6661,渝南大道233号,旭辉城;旭辉城一期;旭辉城三期,106.543741,29.404134
6662,渝南大道32号,丽都锦城,106.562594,29.471827
6663,渝南大道333号,东方晨屹,106.551008,29.445293
6664,渝南大道33号,麒龙丽都,106.562718,29.468235
6665,渝南大道50号,渝南大道50号,106.562410,29.466938
6666,渝南大道62号,渝南大道62号,106.563134,29.465480
6667,渝南大道70号,典雅麒龙山水；典雅麒龙小区,106.559111,29.460797
6668,渝南大道71号,宏宁天成;宏宇天成,106.558296,29.455687
6669,渝南大道76号,丽都锦上,106.557636,29.456106
6670,渝南大道79号,典雅森林花园;典雅住宅小区,106.555325,29.449302
6671,渝南大道8号,蔚蓝时光;蔚蓝时光二期;蔚蓝时光二期格外,107.088614,29.156048
6672,渝南大道9号,保利林语溪二标段;保利林语溪三标段,106.568778,29.480409
6673,渝南花园,渝南花园,106.436476,29.817931
6674,渝南市场,渝南市场,106.650250,29.041464
6675,渝能国际,渝能国际;渝能国际幸福山房;渝能幸福山房,106.575223,29.498964
6676,渝能华城,,106.260918,29.283532
6677,渝能明日城市,阳光100城市广场；渝能明日城市;渝能阳光100,106.563211,29.580912
6678,渝培路151号,陈家湾南友村社区,106.456836,29.559751
6679,渝培路81号,南友村,106.458311,29.558229
6680,渝浦大厦,渝浦大厦,106.588194,29.543047
6681,渝漆小区,渝漆小区,106.497141,29.517037
6682,渝青花苑,,,
6683,渝沙村141号,渝沙村,106.529667,29.466330
6684,渝沙村142号,渝沙村,106.530034,29.466427
6685,渝沙村143号,渝沙村,106.530948,29.466741
6686,渝铁九龙苑,渝铁九龙苑,106.540292,29.494057
6687,渝西半岛,,106.274804,29.280512
6688,渝西大道中段110号,渝西广场,105.915940,29.357246
6689,渝西风情街,,105.912783,29.357625
6690,渝西名都,,105.889157,29.353068
6691,渝新村,渝新村,106.533105,29.464852
6692,渝新路176号,中伦香山园;香山园,106.483392,29.535919
6693,渝新路235号,建工新康桥,106.485882,29.538035
6694,渝新路260号,建工morning公馆;MORNING公馆,106.487008,29.537629
6695,渝新路38号,风林丽舍;枫林丽舍,106.480319,29.540508
6696,渝兴花园,,106.498582,29.491826
6697,渝晏大厦,渝晏大厦,,
6698,渝油村13号,桃苑小区;桃园小区,106.508073,29.541419
6699,渝中·万科中心,,106.505434,29.537104
6700,渝中大坪正街129号,马家堡小区,106.506913,29.536860
6701,渝中花园3号,渝中花园,106.518524,29.531433
6702,渝中区人和街,,106.557411,29.561586
6703,渝中区体心堂8号院,渝中区体心堂8号院,106.568892,29.552750
6704,渝中区竹园小区,黄沙溪竹园小区;竹园小区;渝中区竹园小区,106.530286,29.536656
6705,渝中人民村,渝中人民村,106.553608,29.564782
6706,渝州路103号,渝州花园;歇台子渝新花园,106.501186,29.537356
6707,渝州路108号,昭华大厦,106.493167,29.534020
6708,渝州路113号,青年汇,106.498886,29.537443
6709,渝州路124号,国培楼,106.494678,29.534353
6710,渝州路126号,党校科技大楼,106.495701,29.534585
6711,渝州路33-25,西亚广场；西亚广场B座,106.487165,29.533938
6712,渝州路50号,高创锦业,106.484290,29.531568
6713,渝州路51号,科城花园;新科城花园,106.489212,29.534799
6714,渝州路60号,新锐地带,106.487097,29.532824
6715,渝州路71号,华宇静园,106.488719,29.535976
6716,渝州路73号,一城精英国际;一城·精英国际,106.489131,29.535654
6717,渝州路75号,红光中学家属楼,106.488430,29.536670
6718,渝州路77号,钟厂家属院,106.491850,29.537313
6719,渝州路8号,泰兴科技广场,106.483011,29.530844
6720,渝州路小区,,106.493319,29.532283
6721,渝洲花园,渝洲花园,106.501320,29.537350
6722,渝洲路156号,百科大厦,106.498690,29.535360
6723,渝洲路25号,五九所；五九小区,106.483660,29.533170
6724,渝洲路29号,华宇名都城;华宇名都,106.485722,29.533258
6725,余松路299号,光宇阳光地中海,106.491741,29.586515
6726,余松路450号,同舟佳居花园；同舟佳居,106.493643,29.595572
6727,余松路501号,佳居花园;佳居花园A区,106.491795,29.595943
6728,鱼洞开发区345-355号,鱼洞开发区345-355号,106.519311,29.378264
6729,鱼洞莲花市场,新莲花大楼,106.502017,29.382814
6730,鱼胡路11号,一城龙洲;一城龙州,106.537054,29.376274
6731,鱼胡路36号,龙井佳园,106.533949,29.373652
6732,鱼胡路4号,鱼胡大厦,106.533039,29.375933
6733,鱼胡路小区,鱼胡路小区,106.539122,29.377762
6734,鱼轻路13号,鱼轻路小区,106.520566,29.380157
6735,鱼轻路14号,鱼轻路小区,106.520041,29.380503
6736,鱼轻路16号,鱼轻路小区,106.519444,29.380187
6737,鱼轻路18号,鱼轻路小区,106.519296,29.380178
6738,鱼轻路23号,鱼轻路小区,106.518154,29.379501
6739,鱼轻路252号,何达阳光城,106.516683,29.379967
6740,鱼轻路26号,乐意苑；巴南广场B区,106.517180,29.380327
6741,鱼轻路40号,锦华苑,106.515032,29.380540
6742,鱼轻路44号,鱼轻路小区,106.514624,29.380782
6743,鱼轻路54号,鱼轻路小区,106.513267,29.381332
6744,鱼轻路58号,鱼轻路小区,106.512640,29.381290
6745,鱼轻路60号,浩立半岛康城三期;浩立半岛康城二期；浩立半岛康城,106.512712,29.381770
6746,鱼轻路61号,鱼轻路小区,106.516683,29.379967
6747,鱼轻路62号,巴南半岛明珠,106.512000,29.381200
6748,鱼塘湾,鱼塘湾小区,106.441748,29.822602
6749,鱼新街15号,鱼新街小区,106.523618,29.379615
6750,鱼新街61号,鱼新街小区,106.521774,29.378675
6751,渔塘湾,老城渔塘湾;渔塘湾,106.439653,29.818311
6752,宇峰花园,宇峰花园,106.424499,29.829438
6753,雨花苑,雨花苑;雨花园,106.559790,29.582080
6754,雨田秫园,雨田秫园,106.476360,29.522188
6755,玉波池,玉波池小区,106.500516,29.388608
6756,玉兰路200号,保利香槟花园A区,106.544981,29.602069
6757,玉兰路201号,保利香槟花园B区,106.547791,29.601582
6758,玉兰路203号,保利香槟花园D区,106.548131,29.600053
6759,玉林小区,,106.467074,29.525914
6760,玉灵路12号,隆鑫花漾嶺;隆鑫花漾岭;花漾岭,106.463309,29.523935
6761,玉灵路159号,玉灵小区,106.466811,29.525395
6762,玉灵路228号,蜜糖,106.471349,29.523778
6763,玉马路10号,坡岭顿小镇；坡岭顿别墅,106.634056,29.488381
6764,玉马路1号,庆隆南山高尔夫国际社区;庆隆南山高尔夫橘香郡;庆隆南山高尔夫国际社区玺馆,106.615446,29.484668
6765,玉马路8号,长青湖,106.638730,29.487967
6766,玉马路9号,江南小区;江南小区A区；江南小区C区；江南小区D区；江南小区E区,106.638910,29.491876
6767,玉屏北路288号,月源山水,105.902507,29.360203
6768,玉清寺变压器厂家属楼,,106.438071,29.478819
6769,玉清寺共和新村,共和村,106.434928,29.475744
6770,玉清寺协兴村,,106.440517,29.470280
6771,玉水湾,,106.268163,29.288298
6772,玉祥小区,玉祥门小区;玉祥小区,106.492996,29.576677
6773,玉宇佳苑,玉宇佳苑,106.617764,29.697952
6774,育才街13号,,106.505996,29.390232
6775,育才街14号,,106.506138,29.390522
6776,育才街15号,,106.117713,29.059376
6777,育才街16号,,106.506336,29.390531
6778,育才街17号,,106.117665,29.059483
6779,育才街18号,,106.117752,29.059375
6780,育才街19号,,106.505744,29.390026
6781,育才街20号,,106.506149,29.389491
6782,育才街21号,,106.505813,29.389956
6783,育才街22号,,106.506675,29.389031
6784,育航村1号,遂州大厦,106.503540,29.575957
6785,育新街10号,育新街10号,106.515284,29.584212
6786,御锦江都,,107.401580,29.709014
6787,御景江城,,108.387819,30.786473
6788,御景天下,,106.072956,29.835600
6789,御盛路2号,御峰;和黄御峰;御峰一期;和记黄埔御峰,106.583939,29.534832
6790,御座名邸,,107.394172,29.703009
6791,裕华村106号,祥和人家,106.591670,29.579452
6792,裕华新村,裕华新村,,
6793,裕佳苑,裕佳苑,106.522230,29.586223
6794,鸳鸯北路33号,丹鹤小区二期;丹鹤小区一期;丹鹤小区;丹鹤社区,106.553825,29.664280
6795,鸳鸯花园,,106.561332,29.658571
6796,鸳鸯路22号,白鹤小区,106.556178,29.661075
6797,鸳鸯路33号,白鹤园小区,106.558641,29.660623
6798,鸳鸯路73号,融科海阔天空;融科海阔天空一期,106.555655,29.660257
6799,鸳鸯路8号,融科海阔天空二期;海阔天空二期,106.557030,29.661320
6800,元方城市广场,,106.658380,29.026499
6801,元方新城,元方新城,106.664373,29.027671
6802,元合悠哉悠宅,,106.474542,29.590659
6803,元通寺,元通寺,106.586678,29.555116
6804,园丁大厦,园丁大厦,106.567280,29.513805
6805,园丁路26号附1号,园丁路小区,106.425705,29.832631
6806,园佳广场,园佳广场,,
6807,袁家岗158号,金茂珑悦;金茂·珑悦,106.514374,29.524082
6808,袁家岗162号,众科大厦,106.510525,29.523643
6809,袁家岗老小区,,106.516506,29.531267
6810,袁家小院,袁家小院,107.295224,29.710800
6811,源屋苑,源屋苑,106.491946,29.577635
6812,远大新村,远大新村,106.563360,29.575121
6813,远铭大厦,,105.909588,29.348413
6814,远闻小区,,106.268404,29.969442
6815,远祖桥小区,远祖桥小区,106.441291,29.611836
6816,约克郡上林洋房,约克郡上林洋房,106.525505,29.648836
6817,约克郡汀兰,约克郡汀兰,,
6818,月光村,月光村,106.485732,29.485399
6819,月华村13号,月亮田月华村,106.430746,29.819351
6820,月华村14号,月亮田月华村,106.430567,29.819403
6821,月华村15号,月亮田月华村,106.430438,29.819506
6822,月华村16号,月亮田月华村,106.430838,29.818926
6823,月华村17号,月亮田月华村,106.430591,29.819366
6824,月华村18号,月亮田月华村,106.430516,29.819408
6825,月华村1号,月亮田月华村,106.430182,29.819827
6826,月华村20号,月亮田月华村,106.430607,29.819476
6827,月华村21号,月亮田月华村,106.430504,29.819434
6828,月华村22号,月亮田月华村,106.430358,29.819454
6829,月华村23号,月亮田月华村,106.430976,29.819188
6830,月华村24号,月亮田月华村,106.430878,29.818795
6831,月华村25号,月亮田月华村,106.430741,29.819371
6832,月华村26号,月亮田月华村,106.430626,29.818755
6833,月华村2号,月亮田月华村,106.430051,29.819696
6834,月华村30号,月亮田月华村,106.431240,29.818162
6835,月华村31号,月亮田月华村,106.431210,29.818282
6836,月华村32号,月亮田月华村,106.430984,29.818514
6837,月华村33号,月亮田月华村,106.431286,29.818761
6838,月华村34号,月亮田月华村,106.431350,29.818275
6839,月华村35号,月亮田月华村,106.431729,29.818799
